"","species","WWF_MHT","dcmlLng","dcmlLtt","S_mean_raster","Crowther_Nature_Biome_Revision_01_WGS84_GeoTiff","wc2.1_10m_bio_1","wc2.1_10m_bio_4","wc2.1_10m_bio_12","wc2.1_10m_bio_15"
"1","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.258889,22.628056,38.8942031860352,NA,24.4071369171143,371.662750244141,1990,105.679748535156
"2","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.258889,22.628056,38.8942031860352,NA,24.4071369171143,371.662750244141,1990,105.679748535156
"3","Assamica","Tropical and Subtropical Moist Broadleaf Forests",108.75,29.816667,31.6939163208008,31839.1502361498,13.7023954391479,765.12255859375,1415,59.9870719909668
"4","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.258889,22.628056,38.8942031860352,NA,24.4071369171143,371.662750244141,1990,105.679748535156
"5","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.258889,22.628056,38.8942031860352,NA,24.4071369171143,371.662750244141,1990,105.679748535156
"6","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.258889,22.628056,38.8942031860352,NA,24.4071369171143,371.662750244141,1990,105.679748535156
"7","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.258889,22.628056,38.8942031860352,NA,24.4071369171143,371.662750244141,1990,105.679748535156
"8","Antarctica","Tropical and Subtropical Moist Broadleaf Forests",148.5,-21.12,35.8798828125,56081.5320459067,19.7918128967285,369.056640625,1584,83.2604370117188
"9","Antarctica","Temperate Broadleaf and Mixed Forests",150.5,-34.87,32.2842864990234,29022.4739912514,16.5683326721191,364.693511962891,1155,23.4857139587402
"10","Antarctica","Temperate Broadleaf and Mixed Forests",152.32,-28.37,24.6180667877197,28258.9979793334,16.9948329925537,456.096405029297,873,41.2618598937988
"11","Antarctica","Temperate Broadleaf and Mixed Forests",150.82,-34.6,37.9275817871094,47948.2839318432,16.127498626709,361.931274414062,1335,26.3813228607178
"12","Antarctica","Temperate Broadleaf and Mixed Forests",151.22,-33.28,30.862813949585,56454.3879715607,16.4625415802002,395.419830322266,1126,32.3792610168457
"13","Antarctica","Temperate Broadleaf and Mixed Forests",150.33,-35.58,34.1184997558594,66317.5957465488,15.7388601303101,351.9375,1112,23.5066547393799
"14","Antarctica","Temperate Broadleaf and Mixed Forests",153.335,-28.6414,36.8094329833984,50342.3749699155,18.4544887542725,359.841217041016,1818,44.323299407959
"15","Antarctica","Temperate Broadleaf and Mixed Forests",152.08,-27.73,16.3917922973633,49056.1072633007,17.4535617828369,431.361206054688,781,46.1812744140625
"16","Antarctica","Tropical and Subtropical Moist Broadleaf Forests",145.5,-17.33,63.4579582214355,32868.376229431,20.7843532562256,287.979461669922,2061,78.0444869995117
"17","Antarctica","Temperate Broadleaf and Mixed Forests",151.85,-32.15,26.9052982330322,56771.1820089275,17.2497711181641,427.657562255859,1077,43.5128555297852
"18","Antarctica","Temperate Broadleaf and Mixed Forests",151.75,-32.25,28.9353809356689,58637.8550392707,16.5184059143066,416.726989746094,1257,39.2077484130859
"19","Antarctica","Temperate Broadleaf and Mixed Forests",150.8283,-31.9019,18.979284286499,68715.9863547529,16.0170307159424,496.6318359375,797,25.8350353240967
"20","Antarctica","Tropical and Subtropical Moist Broadleaf Forests",145.47,-17.27,43.5780487060547,28305.9509530146,20.6295833587646,280.588348388672,1470,91.5168685913086
"21","Antarctica","Temperate Broadleaf and Mixed Forests",151.3,-33.55,NA,35906.5163399988,17.065975189209,367.825378417969,1255,28.3833045959473
"22","Antarctica","Temperate Broadleaf and Mixed Forests",151.48,-32.1,25.5180015563965,60954.3583799648,13.0580205917358,443.658660888672,1271,25.1332263946533
"23","Hastata","Tropical and Subtropical Moist Broadleaf Forests",145.22,-15.67,21.8312091827393,52060.0766384404,23.7425727844238,220.004104614258,1996,94.7265853881836
"24","Antarctica","Temperate Broadleaf and Mixed Forests",150.8283,-31.9019,18.979284286499,68715.9863547529,16.0170307159424,496.6318359375,797,25.8350353240967
"25","Oblonga","Temperate Broadleaf and Mixed Forests",152.67,-26.47,17.8814163208008,45355.7805576109,20.017635345459,395.51904296875,1305,46.3417778015137
"26","Antarctica","Temperate Broadleaf and Mixed Forests",152.5514,-28.5281,26.8586673736572,56466.7614503775,17.58376121521,412.715606689453,1108,46.5958518981934
"27","Antarctica","Tropical and Subtropical Moist Broadleaf Forests",145.67,-18.12,47.0440063476562,52747.9297052985,22.3890113830566,300.236694335938,2615,70.5802001953125
"28","Antarctica","Tropical and Subtropical Grasslands, Savannas and Shrublands",150.52,-31.97,NA,20951.258374317,15.8745727539062,507.64990234375,786,26.5578174591064
"29","Antarctica","Temperate Broadleaf and Mixed Forests",150.649631,-33.568383,28.7119445800781,34364.1768631129,15.4835519790649,416.074859619141,1104,39.9839134216309
"30","Antarctica","Temperate Broadleaf and Mixed Forests",152.5317,-30.4672,31.2430000305176,51408.5431620493,15.3492708206177,398.962188720703,1524,47.7986640930176
"31","Oblonga","Tropical and Subtropical Moist Broadleaf Forests",148.5819,-20.2689,39.953987121582,42064.5800109315,22.8089160919189,327.893341064453,1777,87.1467437744141
"32","Antarctica","Temperate Broadleaf and Mixed Forests",150.52,-34.77,39.5111045837402,72630.7938185015,15.3587913513184,381.967864990234,1359,22.8795795440674
"33","Oblonga","Temperate Broadleaf and Mixed Forests",153.27,-28.4,37.2995834350586,63428.9930698809,18.6093330383301,371.135467529297,1646,48.2552375793457
"34","Antarctica","Temperate Broadleaf and Mixed Forests",152.92,-31.45,40.9249153137207,0,18.3766326904297,368.116241455078,1457,35.9283981323242
"35","Oblonga","Temperate Broadleaf and Mixed Forests",151.22,-33.83,NA,0,17.3169631958008,368.377990722656,1320,27.2282981872559
"36","Antarctica","Temperate Broadleaf and Mixed Forests",152.7611,-30.2125,38.8349990844727,58569.9169453132,15.0344581604004,399.301177978516,1772,46.0797653198242
"37","Antarctica","Temperate Broadleaf and Mixed Forests",150.52,-34.77,39.5111045837402,72630.7938185015,15.3587913513184,381.967864990234,1359,22.8795795440674
"38","Antarctica","Temperate Broadleaf and Mixed Forests",150.92,-34.35,NA,NA,16.8599472045898,354.233612060547,1329,28.3289623260498
"39","Hastata","Tropical and Subtropical Moist Broadleaf Forests",145.7011,-16.8303,NA,21786.5553254105,24.4762496948242,236.558197021484,2146,93.6559982299805
"40","Antarctica","Temperate Broadleaf and Mixed Forests",153.27,-28.82,NA,24758.6043384439,19.2577285766602,382.797027587891,1390,46.9329719543457
"41","Repens","Tropical and Subtropical Moist Broadleaf Forests",145.28,-16.58,54.6735382080078,50007.2675230553,21.9579067230225,258.458282470703,1804,89.0247955322266
"42","Antarctica","Temperate Broadleaf and Mixed Forests",151.441345,-33.481113,NA,NA,17.4889736175537,374.527160644531,1299,28.776762008667
"43","Antarctica","Temperate Broadleaf and Mixed Forests",152.983892,-30.574632,39.5970840454102,60907.6616282209,18.4855480194092,371.129852294922,1580,46.1221580505371
"44","Antarctica","Temperate Broadleaf and Mixed Forests",151.346144,-33.477381,NA,43312.070894888,17.4889736175537,374.527160644531,1299,28.776762008667
"45","Antarctica","Temperate Broadleaf and Mixed Forests",152.993334,-27.856689,NA,37626.2649972446,19.603364944458,402.623596191406,988,49.329761505127
"46","Repens","Tropical and Subtropical Moist Broadleaf Forests",98.9,10.45,47.8848915100098,50583.1128294577,25.8368434906006,88.8057174682617,2619,68.0936813354492
"47","Discolor","Tropical and Subtropical Moist Broadleaf Forests",99.466667,12.533333,48.3323287963867,37420.4762522039,24.0262298583984,105.354461669922,1259,70.2773284912109
"48","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",-159.367,21.975,NA,548.285730793248,22.7923030853271,147.977081298828,1669,47.3369598388672
"49","Antarctica","Temperate Broadleaf and Mixed Forests",152.893081,-27.524904,19.0745468139648,25164.0434193872,20.0533695220947,406.655334472656,1080,46.8408966064453
"50","Antarctica","Temperate Broadleaf and Mixed Forests",150.365406,-35.567772,32.6653442382812,NA,15.9545831680298,330.106018066406,1188,22.3199863433838
"51","Antarctica","Temperate Broadleaf and Mixed Forests",152.252061,-27.313796,21.9020004272461,54889.3994096837,18.3152198791504,419.928833007812,913,44.671501159668
"52","Antarctica","Temperate Broadleaf and Mixed Forests",152.56613,-32.008816,NA,NA,18.2138710021973,365.945770263672,1187,34.0509834289551
"53","Hastata","Tropical and Subtropical Moist Broadleaf Forests",103.659427,1.534362,NA,0,26.1592082977295,40.5495185852051,2397,20.9765949249268
"54","Repens","Tropical and Subtropical Moist Broadleaf Forests",145.566113,-16.813337,79.2009658813477,26590.0678860299,22.4147701263428,252.046600341797,1935,87.5461349487305
"55","Antarctica","Temperate Broadleaf and Mixed Forests",153.231412,-27.994602,31.8412265777588,55961.0855870648,19.167667388916,370.953002929688,1438,44.3425521850586
"56","Hastata","Tropical and Subtropical Moist Broadleaf Forests",103.724573,1.448072,NA,6411.61828888111,26.6542987823486,43.1735877990723,2304,22.2945766448975
"57","Antarctica","Temperate Broadleaf and Mixed Forests",153.360646,-29.407355,NA,20873.3365704836,19.4710121154785,341.117492675781,1454,39.7680168151855
"58","Antarctica","Temperate Broadleaf and Mixed Forests",153.223644,-28.188394,36.5632514953613,52650.3921562088,17.5784893035889,367.852386474609,1768,46.8768196105957
"59","Antarctica","Temperate Broadleaf and Mixed Forests",152.826558,-27.378497,20.0772495269775,34971.2896018786,18.905834197998,400.581268310547,1123,45.6921119689941
"60","Oblonga","Tropical and Subtropical Moist Broadleaf Forests",145.6822,-16.8011,75.9375,34570.4014761185,24.4762496948242,236.558197021484,2146,93.6559982299805
"61","Antarctica","Temperate Broadleaf and Mixed Forests",152.725266,-28.287153,21.7953815460205,23690.590201605,17.9671459197998,396.799285888672,1058,47.5156898498535
"62","Antarctica","Temperate Broadleaf and Mixed Forests",150.280013,-35.701928,NA,59084.9370448499,15.9955854415894,338.915679931641,1092,25.4112091064453
"63","Adnata","Tropical and Subtropical Grasslands, Savannas and Shrublands",125.696931,-14.824268,NA,17726.1839817727,26.6010627746582,257.097869873047,1444,116.613441467285
"64","Antarctica","Temperate Broadleaf and Mixed Forests",152.932022,-31.462172,NA,NA,18.3766326904297,368.116241455078,1457,35.9283981323242
"65","Antarctica","Temperate Broadleaf and Mixed Forests",152.926532,-27.542378,NA,0,20.0533695220947,406.655334472656,1080,46.8408966064453
"66","Antarctica","Temperate Broadleaf and Mixed Forests",152.917265,-27.394157,24.4890842437744,57918.3488500285,19.6599521636963,389.500305175781,1220,48.1820030212402
"67","Antarctica","Temperate Broadleaf and Mixed Forests",153.157778,-30.212534,NA,36736.7792115421,18.4265766143799,365.715881347656,1660,45.9088821411133
"68","Antarctica","Temperate Broadleaf and Mixed Forests",152.930852,-27.464401,21.1312503814697,44367.0779159766,19.6599521636963,389.500305175781,1220,48.1820030212402
"69","Antarctica","Temperate Broadleaf and Mixed Forests",153.166428,-27.91705,32.0806922912598,45860.253274168,19.517936706543,397.175933837891,1151,45.9496231079102
"70","Antarctica","Temperate Broadleaf and Mixed Forests",152.844236,-26.678983,36.6979179382324,48873.1709366776,19.416187286377,377.051116943359,1615,48.381462097168
"71","Antarctica","Temperate Broadleaf and Mixed Forests",153.128657,-28.231795,38.4544982910156,59167.6304817596,16.9497509002686,380.982360839844,1463,44.6501274108887
"72","Repens","Tropical and Subtropical Moist Broadleaf Forests",145.572311,-17.2866,NA,39539.6583699352,20.7843532562256,287.979461669922,2061,78.0444869995117
"73","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",107.63855,-6.920974,NA,0,22.3081665039062,32.0583190917969,2273,47.5273971557617
"74","Antarctica","Temperate Broadleaf and Mixed Forests",153.179197,-27.745839,25.18137550354,32478.6901597712,19.9448127746582,384.27392578125,1341,42.1095008850098
"75","Antarctica","Temperate Broadleaf and Mixed Forests",151.1846,-33.910572,NA,0,17.8208103179932,368.488037109375,1239,25.0575790405273
"76","Antarctica","Temperate Broadleaf and Mixed Forests",151.012406,-33.866906,NA,0,17.8613262176514,408.2412109375,1052,26.1212425231934
"77","Antarctica","Temperate Broadleaf and Mixed Forests",151.697695,-32.325052,24.581413269043,16858.5839500387,16.5184059143066,416.726989746094,1257,39.2077484130859
"78","Antarctica","Temperate Broadleaf and Mixed Forests",152.988293,-30.57462,39.5970840454102,60907.6616282209,18.4855480194092,371.129852294922,1580,46.1221580505371
"79","Antarctica","Temperate Broadleaf and Mixed Forests",152.855013,-27.518745,20.2761669158936,51108.2694900327,20.0533695220947,406.655334472656,1080,46.8408966064453
"80","Oblonga","Temperate Broadleaf and Mixed Forests",152.098367,-25.645337,18.2880840301514,52111.3030142157,20.3080215454102,402.408111572266,887,49.1282958984375
"81","Antarctica","Temperate Broadleaf and Mixed Forests",152.634828,-26.36217,18.9764175415039,49501.1005572534,19.5086154937744,394.472839355469,1146,45.8893051147461
"82","Discolor","Tropical and Subtropical Moist Broadleaf Forests",110.53825,-7.842061,78.2836837768555,16432.7393006141,25.7444896697998,44.3895225524902,2204,69.908935546875
"83","Antarctica","Temperate Broadleaf and Mixed Forests",152.499895,-32.379413,35.9116325378418,34465.8855153711,17.9651260375977,366.093200683594,1212,25.3354682922363
"84","Antarctica","Temperate Broadleaf and Mixed Forests",152.780716,-27.392414,31.0237617492676,34586.0994197591,18.905834197998,400.581268310547,1123,45.6921119689941
"85","Antarctica","Temperate Broadleaf and Mixed Forests",153.17813,-27.796155,21.7055358886719,54591.1350538224,19.9448127746582,384.27392578125,1341,42.1095008850098
"86","Antarctica","Temperate Broadleaf and Mixed Forests",151.012406,-33.866931,NA,0,17.8613262176514,408.2412109375,1052,26.1212425231934
"87","Antarctica","Temperate Broadleaf and Mixed Forests",151.075277,-33.708873,31.726505279541,15489.9434420708,17.221227645874,406.150573730469,1143,28.7007904052734
"88","Oblonga","Temperate Broadleaf and Mixed Forests",152.704619,-25.325498,21.3499507904053,28868.6177827854,21.4665966033936,364.929534912109,1192,48.740650177002
"89","Antarctica","Temperate Broadleaf and Mixed Forests",153.069758,-30.275357,38.5830001831055,58090.6858812486,18.4265766143799,365.715881347656,1660,45.9088821411133
"90","Discolor","Tropical and Subtropical Moist Broadleaf Forests",110.112714,-7.76796,76.36376953125,26756.8281207485,24.8128643035889,46.7255439758301,2756,60.1056251525879
"91","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.610499,23.859587,38.4791946411133,48307.5903942022,22.4555110931396,446.368743896484,1796,86.3612823486328
"92","Discolor","Tropical and Subtropical Moist Broadleaf Forests",74.167128,15.80577,29.2030467987061,31487.7545176722,23.0073223114014,161.154800415039,3535,160.923446655273
"93","Antarctica","Temperate Broadleaf and Mixed Forests",152.714138,-27.308975,33.0273323059082,60242.6268395547,18.5448226928711,387.812927246094,1275,45.5674781799316
"94","Antarctica","Temperate Broadleaf and Mixed Forests",151.784619,-32.297665,27.6061744689941,58004.1753543781,16.5184059143066,416.726989746094,1257,39.2077484130859
"95","Discolor","Tropical and Subtropical Dry Broadleaf Forests",101.3761,14.4254,31.2139682769775,70499.4441597181,23.1635627746582,182.563949584961,1134,76.0344696044922
"96","Antarctica","Temperate Broadleaf and Mixed Forests",151.080115,-33.724878,31.726505279541,0,17.221227645874,406.150573730469,1143,28.7007904052734
"97","Antarctica","Temperate Broadleaf and Mixed Forests",152.861617,-27.514533,20.2761669158936,49321.1323997838,20.0533695220947,406.655334472656,1080,46.8408966064453
"98","Antarctica","Temperate Broadleaf and Mixed Forests",152.767276,-26.565306,21.9678325653076,28704.5348268964,19.3604068756104,388.891754150391,1337,46.8827972412109
"99","Repens","Tropical and Subtropical Moist Broadleaf Forests",120.309331,22.698139,NA,0,24.2797565460205,389.02099609375,2091,104.906600952148
"100","Antarctica","Temperate Broadleaf and Mixed Forests",153.185717,-27.596606,25.1828327178955,51856.2664387419,19.9248580932617,375.400329589844,1326,41.3962745666504
"101","Antarctica","Temperate Broadleaf and Mixed Forests",152.94942,-26.782566,33.8526649475098,55189.3493924717,19.416187286377,377.051116943359,1615,48.381462097168
"102","Discolor","Tropical and Subtropical Moist Broadleaf Forests",106.692688,-7.134951,99.4227676391602,20913.0878151458,22.5991878509521,33.4825782775879,3364,40.7743225097656
"103","Hastata","Tropical and Subtropical Moist Broadleaf Forests",103.806745,1.278263,125.293273925781,0,26.9124431610107,42.5934219360352,2359,19.9263248443604
"104","Antarctica","Temperate Broadleaf and Mixed Forests",151.030518,-34.196897,38.8661651611328,51040.4016305305,16.2986106872559,349.651580810547,1321,25.4693222045898
"105","Antarctica","Temperate Broadleaf and Mixed Forests",153.006011,-30.611933,NA,NA,18.9794788360596,340.629425048828,1578,44.7394485473633
"106","Antarctica","Temperate Broadleaf and Mixed Forests",152.6979,-25.757417,17.6411666870117,56161.0522422568,20.5517292022705,379.516571044922,1234,46.8184814453125
"107","Antarctica","Temperate Broadleaf and Mixed Forests",152.09465,-27.775817,15.7305116653442,34537.2559366213,17.4535617828369,431.361206054688,781,46.1812744140625
"108","Antarctica","Temperate Broadleaf and Mixed Forests",152.56613,-32.008816,NA,NA,18.2138710021973,365.945770263672,1187,34.0509834289551
"109","Antarctica","Temperate Broadleaf and Mixed Forests",151.730368,-32.958637,32.1002769470215,63985.2988144331,18.0943489074707,398.058074951172,1127,28.2286396026611
"110","Antarctica","Temperate Broadleaf and Mixed Forests",151.336851,-33.39138,34.8238220214844,0,17.4889736175537,374.527160644531,1299,28.776762008667
"111","Antarctica","Temperate Broadleaf and Mixed Forests",152.82338,-31.649426,41.164249420166,40336.438567115,18.0535488128662,368.716766357422,1437,37.6972885131836
"112","Hastata","Tropical and Subtropical Moist Broadleaf Forests",145.669168,-16.75878,83.416015625,14065.1323190556,24.4762496948242,236.558197021484,2146,93.6559982299805
"113","Hastata","Tropical and Subtropical Moist Broadleaf Forests",145.397688,-16.261295,67.1587142944336,37995.1740516606,24.0152263641357,236.441284179688,2588,76.5082244873047
"114","Antarctica","Temperate Broadleaf and Mixed Forests",153.128695,-28.231972,38.4544982910156,59167.6304817596,16.9497509002686,380.982360839844,1463,44.6501274108887
"115","Antarctica","Temperate Broadleaf and Mixed Forests",152.82418,-27.41107,32.6869163513184,52309.480217634,18.905834197998,400.581268310547,1123,45.6921119689941
"116","Antarctica","Temperate Broadleaf and Mixed Forests",152.265839,-27.299019,21.3505001068115,54833.7553990718,18.3152198791504,419.928833007812,913,44.671501159668
"117","Antarctica","Temperate Broadleaf and Mixed Forests",152.722682,-25.846045,19.371000289917,54394.3075734142,20.3487606048584,384.357757568359,1240,45.9143218994141
"118","Discolor","Tropical and Subtropical Coniferous Forests",83.938548,28.253008,35.1874389648438,26099.3193428705,18.460729598999,451.214111328125,2379,108.936920166016
"119","Discolor","Tropical and Subtropical Coniferous Forests",83.938548,28.253008,35.1874389648438,26099.3193428705,18.460729598999,451.214111328125,2379,108.936920166016
"120","Trianae","Tropical and Subtropical Moist Broadleaf Forests",-70.2104,9.25006,57.2367515563965,57354.530535821,18.0287284851074,40.5569953918457,1178,52.2229270935059
"121","Assamica","Tropical and Subtropical Moist Broadleaf Forests",97.7943,24.6429,32.0659294128418,45292.3392662246,18.653959274292,418.010833740234,1713,92.3368835449219
"122","Repens","Tropical and Subtropical Moist Broadleaf Forests",121.654,-3.77414,69.5445861816406,27322.4913232671,23.4280529022217,50.3720664978027,2251,28.1714744567871
"123","Hastata","Montane Grasslands and Shrublands",116.611,6.08,48.4223136901855,100442.413245872,17.7938652038574,35.9420547485352,2442,24.0233974456787
"124","Trianae","Tropical and Subtropical Coniferous Forests",-96.47639,17.59306,8.19999980926514,48183.5996135296,17.4850425720215,173.942153930664,2404,76.8140563964844
"125","Trianae","Tropical and Subtropical Coniferous Forests",-87.867,14.167,13.3549995422363,53714.8158016961,19.60325050354,132.513076782227,1543,84.8934936523438
"126","Trianae","Tropical and Subtropical Moist Broadleaf Forests",-93.60944,16.19639,11.7343330383301,58688.6909150508,22.0394382476807,136.385192871094,1029,103.330024719238
"127","Trianae","Tropical and Subtropical Moist Broadleaf Forests",-93.60944,16.19639,11.7343330383301,58688.6909150508,22.0394382476807,136.385192871094,1029,103.330024719238
"128","Antarctica","Temperate Broadleaf and Mixed Forests",152.987514,-30.574984,39.5970840454102,60907.6616282209,18.4855480194092,371.129852294922,1580,46.1221580505371
"129","Antarctica","Temperate Broadleaf and Mixed Forests",153.218083,-27.597275,25.6004161834717,58115.0236468384,19.9248580932617,375.400329589844,1326,41.3962745666504
"130","Antarctica","Temperate Broadleaf and Mixed Forests",153.157928,-27.636175,22.9614753723145,19257.5257460331,20.2265663146973,394.858001708984,1218,45.655086517334
"131","Repens","Tropical and Subtropical Moist Broadleaf Forests",121.513815,24.985086,50.216007232666,0,20.0857086181641,466.749237060547,3102,34.5594444274902
"132","Discolor","Tropical and Subtropical Moist Broadleaf Forests",110.082144,-7.832005,74.8508911132812,50436.4258852528,24.8128643035889,46.7255439758301,2756,60.1056251525879
"133","Antarctica","Temperate Broadleaf and Mixed Forests",153.220383,-27.916494,36.7537078857422,39138.5471809435,19.167667388916,370.953002929688,1438,44.3425521850586
"134","Antarctica","Temperate Broadleaf and Mixed Forests",152.759394,-27.363244,31.5092506408691,56580.3641549535,18.905834197998,400.581268310547,1123,45.6921119689941
"135","Repens","Tropical and Subtropical Grasslands, Savannas and Shrublands",133.351005,-12.798711,NA,16823.4273833561,26.7218856811523,209.259338378906,1379,111.992240905762
"136","Oblonga","Tropical and Subtropical Moist Broadleaf Forests",149.684206,-21.315311,NA,NA,22.7571430206299,306.134094238281,1329,68.6705856323242
"137","Oblonga","Tropical and Subtropical Moist Broadleaf Forests",149.617539,-20.881978,NA,28791.2909782061,22.4680557250977,293.926239013672,1432,75.0129623413086
"138","Oblonga","Tropical and Subtropical Moist Broadleaf Forests",149.284209,-20.815314,NA,NA,22.8233337402344,305.510925292969,1474,74.4725952148438
"139","Nodosa","Tropical and Subtropical Dry Broadleaf Forests",-159.355486,21.975656,78.6513061523438,0,22.7923030853271,147.977081298828,1669,47.3369598388672
"140","Repens","Temperate Broadleaf and Mixed Forests",-90.277228,35.411296,NA,5609.59311606903,15.9365310668945,868.317932128906,1265,20.9145774841309
"141","Trianae","Tropical and Subtropical Moist Broadleaf Forests",-76.32,6.53,147.448471069336,37740.7784575289,17.958854675293,30.5857315063477,2675,41.0520401000977
"142","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",100.799775,22.01071,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"143","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",101.56752,21.475834,29.3393001556396,0,21.8057613372803,328.146514892578,1719,82.5986785888672
"144","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",101.56752,21.475834,29.3393001556396,0,21.8057613372803,328.146514892578,1719,82.5986785888672
"145","Repens","Tropical and Subtropical Moist Broadleaf Forests",100.092756,23.880344,NA,0,17.1790313720703,404.378601074219,1173,86.3221282958984
"146","Repens","Tropical and Subtropical Moist Broadleaf Forests",103.687613,22.983563,39.8222503662109,30965.9505544679,18.3533325195312,445.3056640625,1592,81.0076446533203
"147","Repens","Tropical and Subtropical Moist Broadleaf Forests",100.799775,22.01071,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"148","Adnata","Tropical and Subtropical Moist Broadleaf Forests",100.799775,22.01071,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"149","Assamica","Tropical and Subtropical Moist Broadleaf Forests",104.702829,23.125462,34.9375,11973.639289947,16.7234382629395,468.112854003906,1582,92.625244140625
"150","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.939279,22.529465,NA,3416.6268924351,22.3163013458252,453.117889404297,1650,77.3225402832031
"151","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.687613,22.983563,39.8222503662109,30965.9505544679,18.3533325195312,445.3056640625,1592,81.0076446533203
"152","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",100.79926,22.010889,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"153","Repens","Tropical and Subtropical Moist Broadleaf Forests",103.687613,22.983563,39.8222503662109,30965.9505544679,18.3533325195312,445.3056640625,1592,81.0076446533203
"154","Discolor","Tropical and Subtropical Moist Broadleaf Forests",100.092756,23.880344,NA,0,17.1790313720703,404.378601074219,1173,86.3221282958984
"155","Discolor","Tropical and Subtropical Moist Broadleaf Forests",100.452547,21.957355,NA,3680.44930230257,19.6348648071289,337.548034667969,1558,83.8821792602539
"156","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.086573,22.792186,NA,19527.5759228823,19.5365524291992,396.409362792969,1424,90.3092956542969
"157","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.086573,22.792186,NA,19527.5759228823,19.5365524291992,396.409362792969,1424,90.3092956542969
"158","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",100.799775,22.01071,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"159","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",101.56752,21.475834,29.3393001556396,0,21.8057613372803,328.146514892578,1719,82.5986785888672
"160","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",100.79926,22.010889,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"161","Discolor","Tropical and Subtropical Moist Broadleaf Forests",101.56752,21.475834,29.3393001556396,0,21.8057613372803,328.146514892578,1719,82.5986785888672
"162","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.939279,22.529465,NA,3416.6268924351,22.3163013458252,453.117889404297,1650,77.3225402832031
"163","Discolor","Tropical and Subtropical Moist Broadleaf Forests",102.239789,24.271311,18.8309993743896,22424.0404566167,16.240083694458,427.537445068359,940,83.3534317016602
"164","Repens","Tropical and Subtropical Moist Broadleaf Forests",100.799775,22.01071,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"165","Repens","Tropical and Subtropical Moist Broadleaf Forests",100.799775,22.01071,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"166","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.687613,22.983563,39.8222503662109,30965.9505544679,18.3533325195312,445.3056640625,1592,81.0076446533203
"167","Repens","Tropical and Subtropical Moist Broadleaf Forests",101.56752,21.475834,29.3393001556396,0,21.8057613372803,328.146514892578,1719,82.5986785888672
"168","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.939279,22.529465,NA,3416.6268924351,22.3163013458252,453.117889404297,1650,77.3225402832031
"169","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",101.56752,21.475834,29.3393001556396,0,21.8057613372803,328.146514892578,1719,82.5986785888672
"170","Discolor","Tropical and Subtropical Moist Broadleaf Forests",100.092756,23.880344,NA,0,17.1790313720703,404.378601074219,1173,86.3221282958984
"171","Adnata","Tropical and Subtropical Moist Broadleaf Forests",100.452547,21.957355,NA,3680.44930230257,19.6348648071289,337.548034667969,1558,83.8821792602539
"172","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.086573,22.792186,NA,19527.5759228823,19.5365524291992,396.409362792969,1424,90.3092956542969
"173","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",103.939279,22.529465,NA,3416.6268924351,22.3163013458252,453.117889404297,1650,77.3225402832031
"174","Discolor","Tropical and Subtropical Moist Broadleaf Forests",100.452547,21.957355,NA,3680.44930230257,19.6348648071289,337.548034667969,1558,83.8821792602539
"175","Discolor","Tropical and Subtropical Moist Broadleaf Forests",100.092756,23.880344,NA,0,17.1790313720703,404.378601074219,1173,86.3221282958984
"176","Nodosa","Tropical and Subtropical Moist Broadleaf Forests",100.79926,22.010889,NA,0,21.6540622711182,338.866363525391,1618,81.1717071533203
"177","Adnata","Tropical and Subtropical Moist Broadleaf Forests",100.452547,21.957355,NA,3680.44930230257,19.6348648071289,337.548034667969,1558,83.8821792602539
